age_bracket,travelling_with,female_count,male_count,key_activity,trip_purpose,first_time_visitor,mainland_nights,island_nights,tour_arrangement,transport_package_international,source_of_info,package_accomodation,food_package,transport_package_mx,sightseeing_package,guided_tour_package,insurance_package,days_before_booked,weather_at_arrival,tour_length,special_requirements,total_travellers,spending,total_nights,booked_late,ratio,category
70,3,2.0,1.0,2,5,0,9,5,1,1,3,2,2,1,0,0,0,100,2,20,1,3.0,12.61172188,14,0,0.5,0.0
35,2,1.0,1.0,1,5,1,6,13,0,0,3,0,0,0,0,0,0,45,2,3,1,2.0,6.66460256,19,0,1.0,1.0
35,1,1.0,0.0,2,5,0,7,0,0,0,4,0,0,0,0,0,0,100,2,10,1,1.0,7.781739015,7,0,0.0,1.0
55,1,0.0,1.0,6,1,0,6,0,0,0,4,0,0,0,0,0,0,22,2,40,1,1.0,6.359114199,6,0,12.0,2.0
70,1,1.0,0.0,1,5,0,7,0,1,1,5,2,2,1,1,1,0,75,2,3,1,1.0,10.49669737,7,0,0.0,0.0
35,1,1.0,0.0,2,5,1,5,0,1,0,4,2,0,1,1,1,0,22,2,10,1,1.0,10.49669737,5,0,0.0,1.0
35,3,2.0,0.0,1,5,1,9,4,0,0,5,0,0,0,0,0,0,75,2,10,1,2.0,8.356929506,13,0,0.0,1.0
55,1,0.0,1.0,6,4,0,10,0,0,0,4,0,0,0,0,0,0,22,3,10,2,1.0,6.317842213,10,0,12.0,1.0
55,1,0.0,1.0,3,1,0,4,0,0,0,4,0,0,0,0,0,0,100,3,40,1,1.0,6.359114199,4,0,12.0,0.0
55,1,0.0,1.0,3,1,0,2,0,0,0,4,0,0,0,0,0,0,75,2,10,1,1.0,6.359114199,2,0,12.0,1.0
35,3,2.0,0.0,1,1,1,5,0,1,0,3,2,2,1,0,0,0,22,2,10,1,2.0,3.221345731,5,0,0.0,1.0
35,1,0.0,1.0,2,5,0,1,0,0,0,3,0,0,0,0,0,1,11,3,10,1,1.0,3.191467487,1,0,12.0,2.0
35,3,2.0,1.0,3,5,1,7,7,1,1,5,2,2,1,0,1,1,100,2,22,1,3.0,6.66460256,14,0,0.5,0.0
55,1,0.0,1.0,6,5,0,1,0,0,0,4,0,0,0,0,0,0,100,3,3,1,1.0,7.781739015,1,0,12.0,2.0
35,1,0.0,1.0,1,5,1,7,0,1,0,5,2,0,1,1,1,0,75,3,10,2,1.0,6.317842213,7,0,12.0,1.0
35,1,0.0,1.0,5,1,0,2,0,0,0,4,0,0,0,0,0,0,75,2,10,1,1.0,6.359114199,2,0,12.0,2.0
35,2,1.0,1.0,1,5,1,7,7,0,1,5,2,2,1,0,1,2,45,2,3,1,2.0,6.521512483,14,0,1.0,0.0
55,3,1.0,3.0,3,5,1,3,10,1,1,5,2,0,0,1,1,0,22,2,10,1,4.0,10.49669737,13,0,3.0,0.0
35,2,1.0,1.0,2,5,1,0,7,1,1,5,0,2,0,0,0,2,22,2,20,1,2.0,6.66460256,7,0,1.0,0.0
70,1,1.0,0.0,5,5,0,11,0,0,0,4,0,0,0,0,0,0,75,2,40,1,1.0,4.791641623,11,0,0.0,1.0
55,3,1.0,3.0,1,5,1,4,5,1,1,4,2,2,1,1,1,2,100,3,10,2,4.0,6.623668037,9,0,3.0,0.0
35,1,0.0,1.0,6,2,0,6,0,0,0,4,0,0,0,0,0,1,75,2,10,1,1.0,7.781739015,6,0,12.0,1.0
55,3,2.0,2.0,3,5,1,1,4,1,1,5,2,2,1,1,0,0,22,3,40,1,4.0,10.49669737,5,0,1.0,0.0
21,3,2.0,2.0,5,5,1,4,0,0,0,4,0,0,0,0,0,0,75,2,10,1,4.0,6.317842213,4,0,1.0,1.0
35,3,2.0,0.0,3,4,1,8,0,0,0,4,0,0,0,0,0,0,75,2,10,1,2.0,6.413612406,8,0,0.0,1.0
35,1,1.0,0.0,6,1,0,7,0,0,0,4,0,0,0,0,0,0,45,3,10,1,1.0,6.359114199,7,0,0.0,1.0
55,3,3.0,1.0,1,2,0,15,0,0,0,4,0,0,0,0,0,0,100,3,10,1,4.0,10.49669737,15,0,0.3333333333333333,1.0
35,1,1.0,0.0,4,2,1,9,0,0,0,4,0,0,0,0,0,0,100,3,10,1,1.0,10.49669737,9,0,0.0,2.0
35,1,0.0,1.0,1,5,1,6,0,1,0,4,2,2,1,1,1,0,75,2,40,1,1.0,6.66460256,6,0,12.0,0.0
35,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,0,0,0,0,22,2,40,1,2.0,6.66460256,7,0,1.0,0.0
55,2,1.0,1.0,3,5,0,0,3,0,0,5,1,0,0,0,0,0,45,3,40,1,2.0,7.781739015,3,0,1.0,1.0
21,3,0.0,1.0,6,3,1,6,0,0,0,4,0,0,0,0,0,0,100,1,40,1,1.0,6.084577464,6,0,12.0,2.0
21,3,3.0,3.0,5,5,1,9,4,0,0,5,0,0,0,0,0,0,22,2,10,1,6.0,13.98126763,13,0,1.0,0.0
35,2,1.0,1.0,3,5,1,0,7,1,1,4,2,2,0,1,1,2,100,3,40,1,2.0,6.66460256,7,0,1.0,0.0
35,1,0.0,1.0,2,2,0,4,0,0,0,3,0,0,0,0,0,0,75,3,40,1,1.0,7.781739015,4,0,12.0,1.0
35,2,1.0,1.0,1,5,1,14,4,0,0,4,0,0,0,0,0,0,100,2,40,1,2.0,10.49669737,18,0,1.0,0.0
35,1,1.0,0.0,3,4,0,5,0,0,0,4,0,0,0,0,0,0,22,2,20,1,1.0,7.781739015,5,0,0.0,1.0
35,3,1.0,2.0,1,5,1,5,4,1,1,5,2,2,1,0,1,2,45,2,3,1,3.0,6.521512483,9,0,2.0,0.0
55,2,1.0,1.0,1,5,1,5,5,1,1,5,2,0,0,1,1,2,22,2,40,1,2.0,4.791641623,10,0,1.0,0.0
21,2,1.0,1.0,3,4,1,2,0,0,0,4,0,0,0,0,0,0,100,2,40,1,2.0,10.4579401,2,0,1.0,1.0
21,1,0.0,1.0,5,5,0,13,0,1,0,3,2,2,1,0,0,0,75,2,10,1,1.0,10.49669737,13,0,12.0,1.0
35,1,0.0,1.0,6,3,0,5,0,0,0,3,0,0,0,0,0,0,100,2,40,1,1.0,7.781739015,5,0,12.0,1.0
35,1,0.0,1.0,1,1,0,0,1,0,0,4,0,0,0,0,0,0,75,2,10,2,1.0,5.646109133,1,0,12.0,2.0
55,3,2.0,1.0,3,5,1,0,8,1,1,5,2,2,1,0,0,2,22,3,40,2,3.0,6.66460256,8,0,0.5,0.0
35,3,0.0,2.0,1,1,1,4,0,0,0,4,0,0,0,0,0,0,75,3,40,1,2.0,4.760582619,4,0,12.0,1.0
55,2,1.0,1.0,1,5,1,6,0,1,0,4,0,0,0,0,0,0,22,2,40,1,2.0,13.98126763,6,0,1.0,1.0
55,1,0.0,1.0,1,2,1,19,0,0,0,4,0,0,0,0,0,0,75,1,40,1,1.0,10.49669737,19,0,12.0,0.0
35,1,0.0,1.0,6,1,0,7,0,0,0,4,0,0,0,0,0,0,100,2,10,2,1.0,6.359114199,7,0,12.0,1.0
35,3,8.0,7.0,6,3,0,2,0,0,0,3,0,0,0,0,0,0,75,2,10,2,15.0,7.781739015,2,0,0.875,2.0
35,1,1.0,0.0,6,4,0,2,0,0,0,4,0,0,0,0,0,0,100,2,10,1,1.0,6.084577464,2,0,0.0,1.0
55,3,2.0,1.0,3,5,1,0,7,0,0,5,0,0,0,0,0,0,100,2,40,2,3.0,6.66460256,7,0,0.5,0.0
55,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,0,2,22,2,10,1,2.0,6.66460256,7,0,1.0,0.0
70,1,0.0,1.0,1,5,1,5,0,1,1,5,2,2,1,1,1,2,75,2,10,1,1.0,8.356929506,5,0,12.0,0.0
35,1,0.0,1.0,2,2,0,1,0,0,0,4,0,0,0,0,0,0,45,3,40,1,1.0,7.781739015,1,0,12.0,2.0
35,3,0.0,3.0,5,5,1,3,0,0,0,1,0,0,0,0,0,0,75,1,40,1,3.0,7.781739015,3,0,12.0,1.0
35,1,0.0,1.0,1,5,1,7,0,1,0,5,2,2,1,0,0,0,100,2,40,1,1.0,6.66460256,7,0,12.0,1.0
55,2,1.0,1.0,3,5,1,2,4,0,0,5,0,0,0,0,0,0,100,2,3,1,2.0,10.54513268,6,0,1.0,1.0
35,3,2.0,0.0,6,3,0,12,0,0,0,3,0,0,0,0,0,0,45,2,40,1,2.0,10.49669737,12,0,0.0,1.0
35,2,0.0,1.0,1,5,1,34,0,0,0,4,0,0,0,0,0,0,75,2,3,1,1.0,3.221345731,34,0,12.0,1.0
35,3,3.0,1.0,1,5,1,9,0,1,1,5,2,2,1,1,1,0,75,2,3,1,4.0,6.521512483,9,0,0.3333333333333333,0.0
35,1,1.0,0.0,2,5,0,10,0,1,1,4,2,2,1,1,1,2,100,2,40,1,1.0,10.49669737,10,0,0.0,0.0
21,1,1.0,0.0,6,2,1,3,0,1,0,3,2,2,0,0,1,0,75,2,40,1,1.0,3.191467487,3,0,0.0,2.0
55,2,1.0,1.0,1,5,1,16,2,1,1,5,0,0,0,1,0,0,100,3,10,1,2.0,4.791641623,18,0,1.0,0.0
35,3,2.0,2.0,1,4,1,6,0,1,1,4,2,2,1,0,0,0,75,2,10,1,4.0,5.646109133,6,0,1.0,0.0
35,2,1.0,1.0,3,5,1,7,10,0,0,5,0,0,0,0,0,0,75,3,40,1,2.0,6.317842213,17,0,1.0,0.0
55,1,1.0,0.0,1,5,1,6,0,1,1,5,2,2,1,1,1,2,75,1,40,1,1.0,10.49669737,6,0,0.0,0.0
55,3,2.0,2.0,1,5,1,9,2,1,1,5,2,2,1,1,1,0,100,2,22,1,4.0,10.49669737,11,0,1.0,1.0
35,1,0.0,1.0,1,5,1,11,0,1,0,4,2,2,1,1,1,0,45,2,40,1,1.0,4.791641623,11,0,12.0,1.0
35,2,1.0,1.0,3,5,1,0,8,1,1,5,2,2,0,0,0,0,75,1,3,1,2.0,10.49669737,8,0,1.0,0.0
35,3,1.0,1.0,3,4,0,9,2,0,0,4,0,0,0,0,0,0,75,3,10,1,2.0,2.779055348,11,0,1.0,1.0
35,1,1.0,0.0,3,5,0,9,0,0,0,5,0,0,0,0,0,0,45,1,40,1,1.0,6.084577464,9,0,0.0,1.0
21,3,2.0,0.0,6,3,1,2,2,0,0,4,0,0,0,0,0,0,75,3,40,1,2.0,10.49669737,4,0,0.0,1.0
55,1,0.0,1.0,6,4,1,8,0,0,0,4,0,0,0,0,0,0,75,2,3,1,1.0,7.781739015,8,0,12.0,1.0
35,2,1.0,1.0,3,5,0,0,10,0,0,4,0,0,0,0,0,0,100,2,10,2,2.0,10.49669737,10,0,1.0,1.0
70,3,3.0,2.0,1,4,1,6,0,0,0,4,0,0,0,0,0,0,45,2,40,1,5.0,10.49669737,6,0,0.6666666666666666,0.0
35,1,0.0,1.0,5,3,0,21,0,0,0,4,0,0,0,0,0,1,75,2,22,2,1.0,13.98126763,21,0,12.0,1.0
35,1,0.0,1.0,3,4,0,1,0,0,0,5,0,0,0,0,0,0,4,3,20,1,1.0,5.646109133,1,1,12.0,1.0
55,1,0.0,1.0,4,2,0,3,0,0,0,4,0,0,0,0,0,0,75,2,3,1,1.0,10.24307815,3,0,12.0,1.0
55,2,1.0,1.0,1,4,1,4,0,0,0,5,0,0,0,0,0,0,75,1,40,1,2.0,4.760582619,4,0,1.0,1.0
55,1,1.0,0.0,3,4,0,3,0,0,0,4,0,0,0,0,0,0,100,2,10,1,1.0,4.760582619,3,0,0.0,2.0
35,3,2.0,2.0,1,5,1,20,0,0,0,4,0,0,0,0,0,0,75,3,20,1,4.0,6.521512483,20,0,1.0,0.0
35,3,0.0,1.0,1,2,1,3,3,1,1,5,2,2,0,0,0,0,22,3,10,1,1.0,6.001077247,6,0,12.0,1.0
55,3,0.0,2.0,5,5,0,7,0,0,0,5,0,0,0,0,0,0,100,3,10,1,2.0,10.49669737,7,0,12.0,1.0
35,1,1.0,0.0,6,2,0,3,0,0,0,4,0,0,0,0,0,0,75,2,10,1,1.0,7.781739015,3,0,0.0,1.0
35,3,2.0,3.0,3,5,1,0,8,1,1,5,2,2,0,1,0,0,45,2,40,1,5.0,6.66460256,8,0,1.5,0.0
35,3,4.0,3.0,2,5,1,6,0,1,1,5,2,2,1,0,0,0,100,3,40,1,7.0,6.521512483,6,0,0.75,1.0
35,1,1.0,0.0,6,1,0,7,0,0,0,3,0,0,0,0,0,0,100,2,10,1,1.0,10.49669737,7,0,0.0,1.0
35,1,1.0,0.0,1,5,0,4,0,1,1,5,2,2,1,0,0,0,75,2,3,1,1.0,8.641838086,4,0,0.0,0.0
35,1,0.0,1.0,1,1,0,7,0,1,1,5,2,2,1,0,0,0,22,2,22,1,1.0,5.646109133,7,0,12.0,2.0
21,1,0.0,1.0,2,5,1,13,3,1,1,5,2,2,1,1,1,0,22,2,10,2,1.0,10.49669737,16,0,12.0,0.0
55,3,0.0,2.0,4,1,0,21,0,0,0,2,0,0,0,0,0,0,75,2,3,1,2.0,10.4579401,21,0,12.0,1.0
35,1,1.0,0.0,1,5,1,6,2,0,0,5,0,0,0,0,0,0,45,2,10,1,1.0,5.646109133,8,0,0.0,1.0
55,1,0.0,1.0,2,5,1,10,0,1,0,5,2,2,1,0,0,0,22,2,10,1,1.0,10.49669737,10,0,12.0,1.0
35,3,3.0,2.0,3,4,0,30,0,0,0,4,0,0,0,0,0,0,75,3,10,1,5.0,10.49669737,30,0,0.6666666666666666,0.0
55,3,2.0,0.0,3,5,1,0,4,1,1,5,2,0,1,1,0,0,22,2,10,1,2.0,6.317842213,4,0,0.0,0.0
55,3,1.0,2.0,1,1,1,1,0,0,0,4,0,0,0,0,0,0,22,2,40,1,3.0,6.084577464,1,0,2.0,2.0
35,3,1.0,1.0,1,5,1,7,0,1,1,5,2,2,1,0,1,2,22,2,3,1,2.0,6.66460256,7,0,1.0,0.0
21,2,1.0,1.0,3,5,1,1,4,1,1,5,2,2,1,1,1,2,22,1,40,1,2.0,18.76297924,5,0,1.0,0.0
35,1,0.0,1.0,3,5,1,0,3,0,0,4,0,0,0,0,0,0,75,2,40,2,1.0,5.646109133,3,0,12.0,0.0
55,3,2.0,0.0,3,5,1,0,2,0,0,4,0,0,0,0,0,0,100,2,40,2,2.0,4.263060223,2,0,0.0,1.0
21,3,2.0,0.0,1,4,0,14,0,0,0,4,0,0,0,0,0,0,100,2,10,1,2.0,10.49669737,14,0,0.0,1.0
70,2,1.0,1.0,1,5,1,4,0,1,0,5,2,2,1,1,0,0,100,2,22,1,2.0,10.49669737,4,0,1.0,0.0
35,2,1.0,1.0,6,4,0,13,0,0,0,4,0,0,0,0,0,0,22,2,3,1,2.0,10.49669737,13,0,1.0,1.0
70,1,0.0,1.0,1,1,0,3,0,1,1,5,0,2,1,0,0,0,22,1,10,1,1.0,10.49669737,3,0,12.0,0.0
55,3,0.0,4.0,1,5,1,1,0,0,0,5,0,0,0,0,0,0,75,2,22,1,4.0,3.191467487,1,0,12.0,2.0
35,1,0.0,1.0,2,5,1,9,3,0,0,4,0,0,0,0,0,0,45,2,10,1,1.0,7.781739015,12,0,12.0,1.0
35,1,1.0,0.0,1,5,1,8,4,1,0,4,2,2,1,1,1,0,4,3,40,1,1.0,10.49669737,12,1,0.0,0.0
35,3,2.0,0.0,5,5,1,2,4,0,0,4,0,0,0,0,0,0,45,2,40,1,2.0,10.49669737,6,0,0.0,2.0
21,1,1.0,0.0,1,5,1,9,0,0,0,4,0,0,0,0,0,0,100,1,10,1,1.0,5.69267197,9,0,0.0,1.0
35,1,1.0,0.0,1,5,1,7,7,1,1,5,2,2,1,1,1,0,100,2,10,1,1.0,10.49669737,14,0,0.0,2.0
35,2,1.0,1.0,1,5,1,8,4,1,1,5,2,2,1,0,1,0,11,2,40,1,2.0,6.521512483,12,0,1.0,0.0
55,3,1.0,1.0,1,5,1,3,0,1,0,5,2,2,1,1,1,0,22,1,40,1,2.0,10.49669737,3,0,1.0,0.0
55,3,1.0,2.0,1,2,1,9,0,1,0,5,0,2,1,0,0,0,22,3,10,2,3.0,8.356929506,9,0,2.0,0.0
21,1,1.0,0.0,1,5,1,14,7,0,0,4,0,0,0,0,0,0,100,3,20,1,1.0,5.69267197,21,0,0.0,1.0
35,3,1.0,0.0,3,5,1,0,11,1,1,4,2,2,1,0,0,0,75,3,10,1,1.0,6.521512483,11,0,0.0,0.0
35,2,1.0,1.0,3,5,0,1,13,1,1,5,2,2,1,1,1,2,22,2,22,1,2.0,6.66460256,14,0,1.0,1.0
55,3,6.0,4.0,3,5,1,5,5,1,1,5,2,2,1,1,1,2,100,2,3,1,10.0,3.4442083,10,0,0.6666666666666666,0.0
35,3,2.0,2.0,3,5,1,0,7,1,1,5,2,2,1,0,0,2,75,2,3,1,4.0,6.66460256,7,0,1.0,0.0
35,1,0.0,1.0,4,2,0,2,0,0,0,5,0,0,0,0,0,0,22,2,40,1,1.0,7.781739015,2,0,12.0,2.0
55,1,0.0,1.0,1,1,0,6,0,0,0,5,0,0,0,0,0,0,75,2,10,1,1.0,5.646109133,6,0,12.0,0.0
55,2,1.0,1.0,1,5,1,7,0,1,0,5,2,2,1,1,1,2,100,1,3,1,2.0,6.66460256,7,0,1.0,0.0
35,1,0.0,1.0,2,5,1,18,0,1,1,5,2,2,1,1,1,2,4,3,20,1,1.0,10.49669737,18,1,12.0,0.0
35,2,1.0,1.0,1,5,1,8,4,1,1,5,2,0,1,0,0,0,22,3,40,2,2.0,6.521512483,12,0,1.0,0.0
55,1,0.0,1.0,1,5,1,14,0,1,0,5,2,2,1,0,0,0,11,2,22,1,1.0,13.98126763,14,0,12.0,0.0
21,3,2.0,0.0,5,4,1,25,5,0,0,4,0,0,0,0,0,0,75,3,40,2,2.0,6.317842213,30,0,0.0,1.0
35,1,0.0,1.0,6,3,1,2,0,0,0,4,0,0,0,0,0,0,100,2,3,2,1.0,7.781739015,2,0,12.0,1.0
35,1,0.0,1.0,6,5,1,5,0,0,0,4,0,0,0,0,0,0,75,3,40,1,1.0,6.66460256,5,0,12.0,1.0
35,3,0.0,2.0,1,5,1,20,10,0,0,4,0,0,0,0,0,0,100,2,20,1,2.0,6.317842213,30,0,12.0,1.0
55,3,1.0,1.0,1,5,0,8,0,1,0,5,2,2,1,1,1,0,100,2,40,1,2.0,6.317842213,8,0,1.0,2.0
35,1,1.0,0.0,1,4,1,15,2,0,0,4,0,0,0,0,0,0,75,2,40,2,1.0,4.615932526,17,0,0.0,1.0
35,2,1.0,1.0,1,5,1,11,0,1,0,5,2,2,1,0,0,0,100,1,40,1,2.0,6.317842213,11,0,1.0,1.0
55,1,0.0,1.0,2,5,1,16,0,1,0,5,2,2,1,1,1,0,22,1,40,1,1.0,13.98126763,16,0,12.0,0.0
35,2,1.0,1.0,3,5,1,0,6,1,1,5,2,2,1,0,0,2,4,2,3,2,2.0,6.66460256,6,1,1.0,0.0
35,3,1.0,1.0,1,1,1,10,0,0,0,3,0,0,0,0,0,0,22,2,3,1,2.0,7.821487521,10,0,1.0,1.0
35,1,0.0,1.0,6,3,1,2,0,0,0,5,0,0,0,0,0,0,22,2,22,1,1.0,4.760582619,2,0,12.0,2.0
55,1,0.0,1.0,2,2,1,3,0,0,0,4,0,0,0,0,0,0,45,2,10,1,1.0,10.49669737,3,0,12.0,1.0
35,1,0.0,1.0,1,1,0,2,0,0,0,4,0,0,0,0,0,0,75,1,40,1,1.0,6.359114199,2,0,12.0,1.0
35,3,10.0,4.0,2,5,1,7,0,1,0,5,2,2,1,0,1,0,100,3,10,1,14.0,6.521512483,7,0,0.4,0.0
55,1,1.0,0.0,1,1,0,6,0,0,0,3,0,0,0,0,0,0,22,2,3,1,1.0,6.413612406,6,0,0.0,1.0
35,1,0.0,1.0,1,1,1,20,0,1,1,5,2,2,1,0,0,0,75,2,3,1,1.0,10.49669737,20,0,12.0,0.0
55,1,0.0,1.0,4,4,0,3,0,0,0,3,0,0,0,0,0,0,45,2,10,1,1.0,6.359114199,3,0,12.0,2.0
35,3,3.0,0.0,3,5,0,0,6,0,0,5,0,0,0,0,0,0,22,3,20,1,3.0,10.49669737,6,0,0.0,1.0
55,2,1.0,1.0,3,5,1,0,8,1,1,5,2,2,1,0,0,2,75,2,3,1,2.0,6.66460256,8,0,1.0,0.0
35,1,1.0,0.0,1,5,0,1,20,0,0,5,0,0,0,0,0,0,45,1,10,1,1.0,3.191467487,21,0,0.0,1.0
35,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,0,0,0,2,100,2,10,1,2.0,6.66460256,7,0,1.0,0.0
70,2,1.0,1.0,3,5,1,0,9,1,1,5,2,2,1,1,1,0,100,3,3,2,2.0,10.49669737,9,0,1.0,0.0
55,1,0.0,1.0,4,3,0,5,0,0,0,3,0,0,0,0,0,0,22,2,40,2,1.0,10.24307815,5,0,12.0,2.0
35,3,3.0,0.0,6,5,1,3,0,0,0,5,0,0,0,0,0,0,100,2,10,1,3.0,6.494351742,3,0,0.0,1.0
35,1,0.0,1.0,2,5,0,0,7,0,0,5,0,0,0,0,0,0,11,2,10,1,1.0,5.646109133,7,0,12.0,0.0
35,3,1.0,1.0,6,1,0,1,0,0,0,3,0,0,0,0,0,0,11,3,40,1,2.0,7.781739015,1,0,1.0,2.0
55,3,3.0,3.0,3,5,1,5,5,1,1,5,2,2,1,1,1,0,22,2,3,1,6.0,6.521512483,10,0,1.0,0.0
21,1,1.0,0.0,3,5,1,42,0,0,0,4,0,0,0,0,0,0,100,2,3,1,1.0,10.49669737,42,0,0.0,1.0
55,2,1.0,1.0,1,5,1,7,5,1,1,5,2,2,1,1,1,0,75,2,3,1,2.0,4.791641623,12,0,1.0,0.0
21,1,0.0,1.0,2,3,1,10,0,1,1,5,2,2,1,1,1,0,22,2,40,1,1.0,10.49669737,10,0,12.0,0.0
55,3,1.0,2.0,5,5,0,2,7,0,0,5,0,0,0,0,0,0,22,2,20,1,3.0,5.69267197,9,0,2.0,0.0
35,1,1.0,0.0,3,4,0,2,0,0,0,3,0,0,0,0,0,0,45,1,40,1,1.0,3.437835179,2,0,0.0,2.0
55,2,1.0,1.0,3,5,1,0,14,0,0,5,0,0,0,0,0,0,11,2,10,1,2.0,6.317842213,14,0,1.0,0.0
21,1,1.0,0.0,3,4,0,30,0,1,1,5,2,2,0,0,0,0,22,2,22,1,1.0,6.317842213,30,0,0.0,1.0
35,3,2.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,0,0,22,3,22,1,3.0,6.66460256,7,0,0.5,0.0
35,3,1.0,1.0,1,4,0,60,0,0,0,4,0,0,0,0,0,0,75,2,40,1,2.0,10.49669737,60,0,1.0,1.0
55,1,0.0,1.0,6,4,0,9,0,0,0,4,0,0,0,0,0,0,22,2,40,1,1.0,10.49669737,9,0,12.0,2.0
35,2,1.0,1.0,3,5,1,0,14,1,1,5,2,2,1,0,1,2,45,2,10,1,2.0,6.317842213,14,0,1.0,0.0
35,2,1.0,1.0,1,5,1,6,0,1,1,3,2,2,1,1,1,0,100,2,40,1,2.0,10.49669737,6,0,1.0,0.0
35,2,1.0,1.0,3,5,1,0,3,1,1,5,2,2,1,1,1,2,75,3,40,1,2.0,10.49669737,3,0,1.0,1.0
35,2,1.0,1.0,1,5,1,7,6,1,0,5,2,2,1,1,1,0,45,2,10,1,2.0,6.66460256,13,0,1.0,0.0
35,1,1.0,0.0,1,5,0,18,0,1,0,4,2,2,1,0,1,2,22,2,3,1,1.0,5.646109133,18,0,0.0,0.0
70,1,0.0,1.0,2,5,1,7,0,1,0,4,2,2,0,0,1,0,75,2,40,1,1.0,6.001077247,7,0,12.0,1.0
55,1,0.0,1.0,3,1,0,4,0,0,0,4,0,0,0,0,0,0,75,2,10,1,1.0,6.359114199,4,0,12.0,2.0
21,2,1.0,1.0,3,5,0,0,16,1,1,5,2,2,1,1,1,2,75,2,10,1,2.0,6.317842213,16,0,1.0,1.0
35,2,1.0,1.0,3,5,0,0,7,0,0,4,0,0,0,0,0,0,75,3,40,1,2.0,3.221345731,7,0,1.0,0.0
55,2,1.0,1.0,1,5,1,7,0,1,0,5,1,2,1,0,1,0,75,2,40,1,2.0,8.356929506,7,0,1.0,0.0
21,3,1.0,1.0,1,4,1,24,0,0,0,4,0,0,0,0,0,0,22,2,10,1,2.0,3.221345731,24,0,1.0,1.0
35,1,0.0,1.0,6,1,0,5,0,0,0,4,0,0,0,0,0,0,22,3,10,1,1.0,6.359114199,5,0,12.0,1.0
35,2,1.0,1.0,3,5,1,0,4,1,0,5,2,2,1,0,0,0,22,3,3,1,2.0,5.061777678,4,0,1.0,1.0
70,2,1.0,1.0,6,4,0,4,0,0,0,4,0,0,0,0,0,0,100,3,3,1,2.0,10.49669737,4,0,1.0,1.0
35,1,0.0,1.0,5,5,1,6,7,0,0,4,0,0,0,0,0,0,75,2,22,2,1.0,14.78807039,13,0,12.0,1.0
35,2,1.0,1.0,1,5,1,6,5,1,0,5,2,2,1,1,1,0,45,2,10,1,2.0,10.49669737,11,0,1.0,0.0
35,2,1.0,1.0,1,5,1,0,7,0,0,5,0,0,0,0,0,0,75,2,10,1,2.0,7.885848025,7,0,1.0,1.0
35,1,0.0,1.0,2,1,1,2,0,0,0,1,0,0,0,0,0,0,100,2,10,2,1.0,4.760582619,2,0,12.0,2.0
21,3,1.0,2.0,6,5,0,12,0,1,0,5,2,2,1,1,1,0,22,2,3,1,3.0,10.49669737,12,0,2.0,0.0
35,1,0.0,1.0,4,1,0,2,0,0,0,4,0,0,0,0,0,0,45,2,40,1,1.0,7.781739015,2,0,12.0,1.0
21,1,1.0,0.0,3,5,1,3,3,1,0,5,2,2,1,1,1,0,22,2,3,1,1.0,10.49669737,6,0,0.0,0.0
35,3,3.0,2.0,5,4,1,2,0,0,0,4,0,0,0,0,0,0,45,2,22,1,5.0,10.24307815,2,0,0.6666666666666666,2.0
55,3,2.0,2.0,1,5,1,7,5,1,1,5,2,2,1,1,1,2,100,2,40,1,4.0,10.49669737,12,0,1.0,0.0
35,2,1.0,1.0,3,5,1,0,5,0,0,4,0,0,0,0,0,0,22,2,3,1,2.0,10.49669737,5,0,1.0,1.0
35,1,1.0,0.0,2,5,1,9,0,1,1,5,2,2,1,1,1,0,75,2,22,1,1.0,5.69267197,9,0,0.0,0.0
21,1,0.0,1.0,2,5,1,12,3,1,0,5,2,2,1,1,0,0,100,2,10,1,1.0,10.49669737,15,0,12.0,1.0
35,3,1.0,1.0,1,5,1,4,0,1,1,5,2,2,1,0,1,1,75,2,40,1,2.0,4.615932526,4,0,1.0,0.0
55,2,1.0,1.0,3,5,0,0,10,1,1,4,2,2,1,1,1,2,100,2,10,1,2.0,6.66460256,10,0,1.0,0.0
35,1,0.0,1.0,4,1,0,2,0,0,0,4,0,0,0,0,0,0,4,2,3,1,1.0,6.359114199,2,1,12.0,2.0
35,1,1.0,0.0,5,5,0,14,0,0,0,5,0,0,0,0,0,0,75,2,10,2,1.0,6.317842213,14,0,0.0,1.0
35,1,1.0,0.0,2,5,1,7,0,0,0,5,0,0,0,0,0,0,75,2,3,1,1.0,4.615932526,7,0,0.0,0.0
21,3,2.0,0.0,2,5,1,9,0,1,1,4,2,0,1,1,1,0,22,2,40,1,2.0,1.800526697,9,0,0.0,0.0
35,1,0.0,1.0,1,1,1,2,0,0,0,5,0,0,0,0,0,0,45,2,10,1,1.0,6.66460256,2,0,12.0,2.0
35,2,1.0,1.0,3,4,1,14,0,0,0,4,0,0,0,0,0,0,100,2,10,1,2.0,6.317842213,14,0,1.0,1.0
55,1,0.0,1.0,1,5,1,7,0,1,1,5,2,2,1,1,1,0,75,2,10,1,1.0,10.49669737,7,0,12.0,0.0
55,1,1.0,0.0,1,5,0,10,0,1,1,5,2,2,1,1,1,0,22,1,3,1,1.0,10.49669737,10,0,0.0,1.0
